experiment_name,timestamp,experiment_folder,fl_Federated Learning Parameters,fl_num-server-rounds,fl_fraction-train,fl_local-epochs,fl_lr,fl_batch-size,fl_num-clients,fl_random-seed,fl_Strategy & Optimization Parameters,fl_strategy,fl_proximal_mu,fl_warmup_rounds,fl_weight_decay,fl_early_stopping,fl_early_stop_patience,model_Model Architecture Parameters,model_seq_len,model_pred_len,model_patch_size,model_stride,model_d_model,model_hidden_size,model_kernel_size,model_llm_layers,model_lora_r,model_lora_alpha,model_lora_dropout,model_dropout,model_model,best_round,best_val_loss,best_val_mae,best_val_rmse,client_mae_std,worst_client_mae,best_client_mae,fairness_ratio,final_round,final_val_loss,final_val_mae,final_val_rmse,final_train_loss,avg_val_loss,avg_val_mae,avg_val_rmse,avg_train_loss,total_training_time_sec,total_training_time_min,avg_round_duration_sec,avg_client_train_duration_sec,max_client_train_duration_sec,avg_client_drift,max_client_drift,total_comm_mb,rounds_to_target,comm_to_target,total_round_duration_sec,start_timestamp,end_timestamp
20260312_002105,20260312_002105,experiments_20260312_002105,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.01,1,0.01,true,5,,336,72,16,16,768,32,5,3,8,16,0.0,0.15,gpt4ts_nonlinear,4.0,0.9107823758861596,0.7396756529808044,0.9536461114883424,0.03107928512325512,0.7620957493782043,0.6778247356414795,1.124325669019695,9.0,1.0550348380172951,0.7939347863197327,1.026283037662506,0.7010760775236513,0.9486935761417049,0.7550081173578899,0.9729728764957852,0.8234400847561774,3569.8667714595795,59.497779524326326,396.65130559603375,50.0012308438619,52.21540856361389,43.42225389278016,47.19717453370858,21350.43182373047,,,3569.8617503643036,2026-03-12 00:21:16,2026-03-12 01:20:46
20260312_000927,20260312_000927,experiments_20260312_000927,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.01,1,0.01,true,5,,336,72,16,16,768,64,5,4,8,16,0.0,0.15,gpt4ts_nonlinear,3.0,0.9086758254573626,0.7382116556167603,0.952543568611145,0.030309322666451345,0.7595616579055786,0.6774420738220215,1.1212200825086807,8.0,1.013146263967542,0.7792564034461975,1.005651593208313,0.641944025152473,0.944658049941282,0.7523710519075394,0.970982252061367,0.8001299580192364,3782.469896316528,63.04116493860881,472.808110922575,62.94983120560646,64.42458534240723,45.245970557019135,50.45699240580947,21178.87451171875,,,3782.4648873806,2026-03-12 00:09:39,2026-03-12 01:12:42
20260311_232224,20260311_232224,experiments_20260311_232224,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.01,1,0.01,true,5,,336,72,16,16,768,64,5,3,8,16,0.0,0.15,gpt4ts_nonlinear,2.0,0.9162484058106646,0.7449452877044678,0.9565568327903748,0.027945731975289215,0.7624317407608032,0.6888226866722107,1.1068621221583266,7.0,1.0405789907259098,0.7933870315551758,1.019408369064331,0.6638861954122061,0.9528299364825757,0.7581133535930089,0.9752074531146461,0.8055261945891294,2804.0858273506165,46.73476378917694,400.58327562468395,50.291926472527635,51.35237312316895,44.66615066156528,48.85612216137968,16612.59918212891,,,2804.0829293727875,2026-03-11 23:22:35,2026-03-12 00:09:20
20260311_231631,20260311_231631,experiments_20260311_231631,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.001,1,0.01,true,5,,336,72,16,16,768,16,3,6,8,16,0.0,0.15,gpt4ts_nonlinear,5.0,0.9077866058910594,0.7388043880462647,0.9520856857299804,0.03044722924476757,0.763069748878479,0.6792576909065247,1.1233877202922802,10.0,0.9596931564352092,0.757146418094635,0.97883220911026,0.7882927074217267,0.923373675009959,0.7453936970233918,0.9601854693889619,0.8542352808916801,6072.374123334885,101.20623538891476,607.2364652395248,85.82699983596801,87.42481398582458,45.65598530198041,50.42079807845612,31941.641235351562,,,6072.364652395248,2026-03-11 23:16:42,2026-03-12 00:57:55
20260311_225656,20260311_225656,experiments_20260311_225656,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.01,1,0.01,true,5,,336,72,16,16,768,32,3,6,8,16,0.0,0.15,gpt4ts_nonlinear,3.0,0.9117412158426116,0.7368321061134339,0.9540925860404968,0.03300558246963315,0.760413408279419,0.6700364351272583,1.134883669624616,8.0,1.0147520413153313,0.7817654609680176,1.0066500186920166,0.7246070491450448,0.9383739368926515,0.7496971517801285,0.9678145945072175,0.831179240386575,5025.851232290268,83.7641872048378,628.23066213727,88.74623997211455,91.14149379730225,47.22523280432204,51.72608696325395,25557.14599609375,,,5025.84529709816,2026-03-11 22:57:11,2026-03-12 00:20:58
20260311_220549,20260311_220549,experiments_20260311_220549,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.01,1,0.01,true,5,,336,72,16,16,768,64,3,6,8,16,0.0,0.15,gpt4ts_nonlinear,2.0,0.9111034388489584,0.7405303955078125,0.9538517475128174,0.029355123283149303,0.7600895762443542,0.6816816926002502,1.1150212547809815,7.0,1.0450464332208913,0.7913624405860901,1.021243155002594,0.6337653436748091,0.9518809746947109,0.7567379082952226,0.9745254857199532,0.7968302576503675,4574.78678894043,76.24644648234049,653.5402542863574,90.90894240651811,96.12374711036682,48.34663392962242,58.72401961367764,22369.210510253906,,,4574.781780004501,2026-03-11 22:06:01,2026-03-11 23:22:16
20260311_215656,20260311_215656,experiments_20260311_215656,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.001,1,0.01,true,5,,336,72,16,16,768,16,3,4,8,16,0.0,0.15,gpt4ts_nonlinear,4.0,0.907341928962399,0.7393014669418335,0.9518434882164002,0.03017405475442178,0.7595023512840271,0.6795504093170166,1.117654173804952,9.0,0.9467378262211296,0.7538429856300354,0.9723236560821532,0.8038367760998588,0.9192923265099525,0.7433853374587165,0.9580879569053651,0.8593645455900984,4756.31286740303,79.27188112338384,528.4781033727858,69.02567947705587,142.31507015228271,44.59877338002018,49.7064232591078,23813.121643066406,,,4756.302930355072,2026-03-11 21:57:08,2026-03-11 23:16:24
20260311_213955,20260311_213955,experiments_20260311_213955,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.01,1,0.01,true,5,,336,72,16,16,768,32,3,4,8,16,0.0,0.15,gpt4ts_nonlinear,3.0,0.9094289903255072,0.7397554278373718,0.9529389142990112,0.029601624340727075,0.7591612935066223,0.6805201768875122,1.1155603012078057,8.0,1.000881348129581,0.7758930683135986,0.9993788838386536,0.7132731214841648,0.9359408803698333,0.7502028986811637,0.9664694219827652,0.827597159511968,4600.649327039719,76.67748878399532,575.0805725455284,76.1317711353302,220.4886553287506,45.12079700994234,51.231327213794685,21171.05224609375,,,4600.644580364227,2026-03-11 21:40:07,2026-03-11 22:56:48
20260311_211658,20260311_211658,experiments_20260311_211658,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.01,1,0.01,true,5,,336,72,16,16,768,64,3,4,8,16,0.0,0.15,gpt4ts_nonlinear,1.0,0.9145633266410408,0.7407590031623841,0.9556413888931274,0.030511821326051874,0.7619355320930481,0.6794579029083252,1.1213874013852645,6.0,0.9830835587803056,0.7670855045318603,0.9905355215072632,0.7125007925575139,0.9343126875810763,0.7499045213063558,0.9657502055168153,0.8303952555412487,2910.9941217899323,48.51656869649887,485.1653544108073,63.92755590279898,66.29948902130127,44.66762038151838,50.74963927091461,15884.038696289062,,,2910.9921264648438,2026-03-11 21:17:10,2026-03-11 22:05:42
20260311_204950,20260311_204950,experiments_20260311_204950,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.001,1,0.01,true,5,,336,72,16,16,768,16,3,3,8,16,0.0,0.15,gpt4ts_nonlinear,5.0,0.9076126683704994,0.7370270848274231,0.9519588112831116,0.031332655107066384,0.7598031759262085,0.674233615398407,1.126913815291215,10.0,0.9609400472395562,0.7566345930099487,0.979541516304016,0.7899403340513668,0.9207323854048465,0.7426171803474426,0.9587966275215148,0.8557563514546341,4005.976785182953,66.76627975304922,400.59695448875425,50.4012898349762,53.03861498832703,42.31406921911882,46.1083014818255,23717.71545410156,,,4005.9695448875427,2026-03-11 20:50:03,2026-03-11 21:56:49
20260311_204550,20260311_204550,experiments_20260311_204550,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.01,1,0.01,true,5,,336,72,16,16,768,32,3,3,8,16,0.0,0.15,gpt4ts_nonlinear,3.0,0.912015929067836,0.7396273016929626,0.9542795181274414,0.03114023865864314,0.7603825926780701,0.6763318777084351,1.1242743654999936,8.0,1.0426875245465952,0.7861977815628052,1.0200130343437197,0.7159546484379599,0.9474414837228902,0.7536910951137543,0.9723573654890061,0.8295569307775418,3227.583268880844,53.79305448134741,403.44742208719254,50.83168866038322,52.92922258377075,43.82171908646313,47.14822430777517,18978.00537109375,,,3227.5793766975403,2026-03-11 20:46:00,2026-03-11 21:39:49
20260311_202923,20260311_202923,experiments_20260311_202923,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.01,1,0.01,true,5,,336,72,16,16,768,64,3,3,8,16,0.0,0.15,gpt4ts_nonlinear,2.0,0.9148548667518532,0.7428663611412049,0.9558351516723632,0.028750996339467916,0.7620604634284973,0.684991180896759,1.1125113500451826,7.0,1.0741089288487151,0.8019398093223572,1.035482358932495,0.6077723865918014,0.971218726272092,0.764625803061894,0.9842843174934387,0.7803610747528423,2835.786141872406,47.2631023645401,405.11186470304216,50.846220513752534,52.73375129699707,44.88910657925379,49.745622525910406,16612.46246337891,,,2835.783052921295,2026-03-11 20:29:35,2026-03-11 21:16:51
20260311_192407,20260311_192407,experiments_20260311_192407,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.001,1,0.01,true,5,,336,72,16,16,768,16,1,6,8,16,0.0,0.15,gpt4ts_nonlinear,3.0,0.9086526212552014,0.7378437399864197,0.952533745765686,0.0307953710678992,0.759653627872467,0.6761400103569031,1.1235152723346176,8.0,0.9445069448421982,0.7528859853744507,0.970977532863617,0.8108068780272559,0.9204189461592365,0.7438593029975892,0.958635501563549,0.8631509614686522,5123.101611614227,85.38502686023712,640.3869109153748,90.54067924022675,92.1114785671234,46.390531638967985,50.41888452613448,25553.15673828125,,,5123.095287322998,2026-03-11 19:24:19,2026-03-11 20:49:43
20260311_192217,20260311_192217,experiments_20260311_192217,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.01,1,0.01,true,5,,336,72,16,16,768,32,1,6,8,16,0.0,0.15,gpt4ts_nonlinear,3.0,0.9102407858862596,0.741197144985199,0.9534285664558412,0.02972295199934944,0.7618728280067444,0.682387113571167,1.1164818515103565,8.0,1.0342431094962008,0.7870029211044312,1.0160693526268003,0.6973638242290867,0.9463616245007691,0.7549257338047027,0.9718626782298088,0.8180125634740508,4992.953611135483,83.21589351892472,624.1184577345848,87.12602941989898,89.23611259460449,47.298556052691026,51.38324465930558,25556.98974609375,,,4992.9476618766785,2026-03-11 19:22:29,2026-03-11 20:45:43
20260311_191408,20260311_191408,experiments_20260311_191408,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.01,1,0.01,true,5,,336,72,16,16,768,64,1,6,8,16,0.0,0.15,gpt4ts_nonlinear,2.0,0.9141001731490388,0.7428093552589417,0.9554157972335816,0.028677766073386325,0.7602092623710632,0.6839613318443298,1.1114798848658998,7.0,1.043942707882208,0.7887609004974365,1.0204689145088195,0.626253910408786,0.9602477821715238,0.7583240287644523,0.9787045325551714,0.7849831899361951,4494.205595970154,74.90342659950257,642.0287598541805,90.46405149868556,92.6903154850006,48.15719196128082,53.636879551500414,22369.073791503906,,,4494.201318979263,2026-03-11 19:14:20,2026-03-11 20:29:15
20260311_182053,20260311_182053,experiments_20260311_182053,,15,1.0,1,0.001,32,5,2021.0,,fedavg,0.001,1,0.01,true,5,,336,72,16,16,768,16,1,4,8,16,0.0,0.15,gpt4ts_nonlinear,3.0,0.907500191692044,0.7384177923202515,0.9519219875335694,0.031049093779361155,0.7582523822784424,0.6763031482696533,1.1211723384971062,8.0,0.9385563785118216,0.7505337834358216,0.9679822325706482,0.8132301913994935,0.9172325623957989,0.7420337617397309,0.9570068255066871,0.8644210948718346,3776.099622488022,62.934993708133696,472.01184299588203,62.44420685768128,66.26958274841309,44.49684528652904,49.26956975916818,21167.06298828125,,,3776.0947439670563,2026-03-11 18:21:04,2026-03-11 19:24:01
