experiment_id,timestamp,seed,model,peft_method,is_pretrained,fl_algorithm,pred_len,learning_rate,local_epochs,num_rounds_configured,num_rounds_completed,batch_size,num_clients,weight_decay,warmup_rounds,proximal_mu,early_stop_patience,dropout,seq_len,patch_size,stride,num_patches,d_model,hidden_size,kernel_size,llm_layers,lora_r,lora_alpha,lora_dropout,num_trainable_params,num_total_params,model_payload_mb,best_round,best_val_mse,best_val_mae,best_val_rmse,best_test_mse,best_test_mae,best_test_rmse,best_train_mse,first_round_val_loss,final_round_val_loss,val_loss_improvement_pct,overfit_gap,overfit_ratio,converged,loss_trend_last3,early_stopped,early_stop_round,client_val_mae_mean,client_val_mae_std,client_val_mae_min,client_val_mae_max,client_val_mae_best_city,client_val_mae_worst_city,fairness_ratio,payload_per_round_mb,total_comm_mb,comm_to_best_mb,rounds_per_mae_point,total_training_time_sec,total_training_time_min,avg_round_duration_sec,avg_client_train_dur_sec,max_client_train_dur_sec,status,experiment_dir,notes,dataset_name,target_column
centralized_20260309_193440,20260309_193440,2021.0,gpt4ts_nonlinear,,,centralized,72,0.0003,1,25,7.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2424168.0,69360744.0,264.59024,2.0,0.895358,0.730026,0.945367,0.891915,0.728428,0.944187,0.888379,0.902549,0.952579,0.8,0.006979,1.0079,False,increasing,True,7.0,,,,,,,,264.59024,0.0,0.0,5.01,2512.850712,41.880845,358.98,262.74,267.27,early_stopped,/raid/tin_trungchau/tmp/centralized_20260309_193440,,KZMET,
centralized_20260309_201658,20260309_201658,2021.0,gpt4ts_nonlinear,,,centralized,1,0.001,1,25,14.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1224481.0,68161057.0,260.013798,9.0,0.033753,0.118307,0.177366,0.033489,0.119185,0.177711,0.037982,0.046073,0.041322,26.74,-0.004229,0.8887,True,increasing,True,14.0,,,,,,,,260.013798,0.0,0.0,2.69,4558.405527,75.973425,325.6,252.48,258.91,early_stopped,/raid/tin_trungchau/tmp/centralized_20260309_201658,,KZMET,
centralized_20260309_213333,20260309_213333,2021.0,gpt4ts_nonlinear,,,centralized,72,0.001,1,25,9.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2424168.0,69360744.0,264.59024,4.0,0.898311,0.731298,0.946902,0.894751,0.729213,0.945668,0.88904,0.90496,0.930398,0.73,0.009271,1.0104,False,increasing,True,9.0,,,,,,,,264.59024,0.0,0.0,7.39,3093.83799,51.563967,343.76,251.29,259.13,early_stopped,/raid/tin_trungchau/tmp/centralized_20260309_213333,,KZMET,
centralized_20260309_222535,20260309_222535,2021.0,gpt4ts_nonlinear,,,centralized,1,0.0005,1,25,15.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1224481.0,68161057.0,260.013798,10.0,0.079889,0.206912,0.279825,0.079848,0.201611,0.277738,0.076207,0.08505,0.09033,6.07,0.003682,1.0483,True,increasing,True,15.0,,,,,,,,260.013798,0.0,0.0,14.82,9004.135158,150.068919,600.27,498.25,898.6,early_stopped,/raid/tin_trungchau/tmp/centralized_20260309_222535,,VNMET,
centralized_20260310_005608,20260310_005608,2021.0,gpt4ts_nonlinear,,,centralized,72,0.0005,1,25,8.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2424168.0,69360744.0,264.59024,3.0,0.508534,0.543642,0.711963,0.506769,0.533742,0.710596,0.484898,0.516171,0.53061,1.48,0.023636,1.0487,False,increasing,True,8.0,,,,,,,,264.59024,0.0,0.0,5.36,5051.904566,84.198409,631.48,488.21,492.0,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_005608,,VNMET,
centralized_20260310_022050,20260310_022050,2021.0,gpt4ts_nonlinear,,,centralized,1,0.0003,1,25,12.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1224481.0,68161057.0,260.013798,7.0,0.081361,0.209444,0.282559,0.081116,0.204043,0.280295,0.076194,0.088437,0.081606,8.0,0.005167,1.0678,True,decreasing,True,12.0,,,,,,,,260.013798,0.0,0.0,7.81,7015.534104,116.925568,584.62,482.33,488.39,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_022050,,VNMET,
centralized_20260310_041805,20260310_041805,2021.0,gpt4ts_nonlinear,,,centralized,72,0.0003,1,25,7.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2424168.0,69360744.0,264.59024,2.0,0.50945,0.543527,0.712605,0.507054,0.53357,0.710817,0.486175,0.5108,0.533897,0.26,0.023275,1.0479,False,increasing,True,7.0,,,,,,,,264.59024,0.0,0.0,6.97,4380.749309,73.012488,625.82,484.35,497.05,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_041805,,VNMET,
centralized_20260310_053130,20260310_053130,2021.0,gpt4ts_nonlinear,,,centralized,1,0.001,1,25,23.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1224481.0,68161057.0,260.013798,18.0,0.080025,0.20615,0.280046,0.079857,0.200882,0.277707,0.077273,0.096214,0.088556,16.83,0.002752,1.0356,True,increasing,True,23.0,,,,,,,,260.013798,0.0,0.0,5.96,13179.286775,219.65478,573.01,472.29,489.01,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_053130,,VNMET,
centralized_20260310_091200,20260310_091200,2021.0,gpt4ts_nonlinear,,,centralized,72,0.001,1,25,9.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2424168.0,69360744.0,264.59024,4.0,0.510639,0.544235,0.713384,0.511735,0.535363,0.714085,0.487852,0.51913,0.514289,1.64,0.022787,1.0467,False,decreasing,True,9.0,,,,,,,,264.59024,0.0,0.0,7.6,5506.506043,91.775101,611.83,471.94,479.78,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_091200,,VNMET,
centralized_20260310_103729,20260310_103729,2021.0,llama_nonlinear,,,centralized,432,0.0005,1,25,11.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,31896528.0,69645264.0,265.675598,6.0,0.837522,0.700282,0.913306,0.812991,0.68335,0.897625,0.74943,0.847751,0.85068,1.21,0.088092,1.1175,False,decreasing,True,11.0,,,,,,,,265.675598,0.0,0.0,14.06,9515.003005,158.583383,865.0,499.38,1029.92,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_103729,,VNMET,
centralized_20260310_103840,20260310_103840,2021.0,llama_nonlinear,,,centralized,432,0.0005,1,25,10.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,31896528.0,69645264.0,265.675598,5.0,0.994651,0.778474,0.996355,0.997849,0.779209,0.998592,0.976358,1.001259,0.999363,0.66,0.018293,1.0187,False,increasing,True,10.0,,,,,,,,265.675598,0.0,0.0,26.35,4371.042263,72.850704,437.1,234.75,236.73,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_103840,,KZMET,
centralized_20260310_115156,20260310_115156,2021.0,bert_nonlinear,,,centralized,432,0.0005,1,25,6.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,7782096.0,128918736.0,491.78595,1.0,0.997939,0.781583,0.997969,1.003273,0.783139,1.001303,0.987545,0.997939,1.159715,0.0,0.010394,1.0105,False,increasing,True,6.0,,,,,,,,491.78595,0.0,0.0,,2679.316819,44.65528,446.55,244.34,256.97,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_115156,,KZMET,
centralized_20260310_123701,20260310_123701,2021.0,bart_nonlinear,,,centralized,432,0.0005,1,25,6.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,8757456.0,133959120.0,511.013489,1.0,1.002307,0.781446,1.000063,1.009216,0.783723,1.00417,0.986097,1.002307,1.076405,0.0,0.01621,1.0164,False,increasing,True,6.0,,,,,,,,511.013489,0.0,0.0,,4360.77855,72.679642,726.79,455.48,528.65,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_123701,,KZMET,
centralized_20260310_131627,20260310_131627,2021.0,bert_nonlinear,,,centralized,432,0.0005,1,25,7.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,7782096.0,128918736.0,491.78595,2.0,0.842381,0.703687,0.916141,0.817371,0.686422,0.900248,0.753687,0.8441,0.886106,0.2,0.088694,1.1177,False,increasing,True,7.0,,,,,,,,491.78595,0.0,0.0,,10852.909748,180.881829,1550.41,1030.15,1043.07,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_131627,,VNMET,
centralized_20260310_150714,20260310_150714,2021.0,llama_nonlinear,,,centralized,1,0.0005,1,25,10.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,24613921.0,62362657.0,237.894657,5.0,0.039222,0.138587,0.194207,0.039074,0.139406,0.194384,0.03525,0.040398,0.056391,2.91,0.003972,1.1127,False,increasing,True,10.0,,,,,,,,237.894657,0.0,0.0,,2924.536827,48.74228,292.45,220.84,222.97,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_150714,,KZMET,
centralized_20260310_155634,20260310_155634,2021.0,llama_nonlinear,,,centralized,72,0.0005,1,25,11.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,25813608.0,63562344.0,242.4711,6.0,0.889915,0.727759,0.942564,0.885184,0.725568,0.940664,0.875581,0.913334,0.893586,2.56,0.014334,1.0164,False,decreasing,True,11.0,,,,,,,,242.4711,0.0,0.0,4.54,3474.528302,57.908805,315.86,222.74,225.35,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_155634,,KZMET,
centralized_20260310_161749,20260310_161749,2021.0,bart_nonlinear,,,centralized,432,0.0005,1,25,8.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,8757456.0,133959120.0,511.013489,3.0,0.842115,0.701209,0.915981,0.81965,0.685828,0.901498,0.750359,0.842529,0.859239,0.05,0.091756,1.1223,False,decreasing,True,8.0,,,,,,,,511.013489,0.0,0.0,,8602.850932,143.380849,1075.35,678.68,989.75,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_161749,,VNMET,
centralized_20260310_165454,20260310_165454,2021.0,bart_nonlinear,,,centralized,1,0.0005,1,25,8.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1474849.0,126676513.0,483.232548,3.0,0.037609,0.133338,0.189638,0.037454,0.133992,0.189892,0.038115,0.038582,0.048888,2.52,-0.000506,0.9867,False,decreasing,True,8.0,,,,,,,,483.232548,0.0,0.0,,2370.054372,39.500906,296.25,230.86,231.92,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_165454,,KZMET,
centralized_20260310_173449,20260310_173449,2021.0,bart_nonlinear,,,centralized,72,0.0005,1,25,6.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2674536.0,127876200.0,487.80899,1.0,0.900016,0.735116,0.947769,0.895171,0.7326,0.945914,0.902114,0.900016,0.945053,0.0,-0.002098,0.9977,False,increasing,True,6.0,,,,,,,,487.80899,0.0,0.0,,2013.451994,33.557533,335.57,244.74,280.96,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_173449,,KZMET,
centralized_20260310_180848,20260310_180848,2021.0,bert_nonlinear,,,centralized,1,0.0005,1,25,15.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,499489.0,121636129.0,464.005009,10.0,0.031134,0.112787,0.170422,0.030962,0.113882,0.170944,0.032394,0.04017,0.031614,22.49,-0.00126,0.9611,True,increasing,True,15.0,,,,,,,,464.005009,0.0,0.0,4.22,4523.357996,75.3893,301.55,234.41,260.65,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_180848,,KZMET,
centralized_20260310_192436,20260310_192436,2021.0,bert_nonlinear,,,centralized,72,0.0005,1,25,6.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1699176.0,122835816.0,468.581451,1.0,0.900352,0.734063,0.947996,0.893544,0.731075,0.945068,0.897559,0.900352,1.022507,0.0,0.002793,1.0031,False,increasing,True,6.0,,,,,,,,468.581451,0.0,0.0,,1931.407107,32.190118,321.9,233.3,237.76,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_192436,,KZMET,
centralized_20260310_195713,20260310_195713,2021.0,llama_nonlinear,,,centralized,1,0.0005,1,25,8.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,24613921.0,62362657.0,237.894657,3.0,0.084665,0.216457,0.288547,0.084548,0.211151,0.286822,0.077229,0.086049,0.093752,1.61,0.007436,1.0963,False,increasing,True,8.0,,,,,,,,237.894657,0.0,0.0,10.83,4086.200007,68.103333,510.77,414.28,420.1,early_stopped,/raid/tin_trungchau/tmp/centralized_20260310_195713,,VNMET,
centralized_20260310_210539,20260310_210539,,llama_nonlinear,,,centralized,72,0.0005,1,25,,32,,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,failed,/raid/tin_trungchau/tmp/centralized_20260310_210539,,VNMET,
centralized_20260311_093322,20260311_093322,2021.0,llama_nonlinear,,,centralized,1,0.0005,1,25,8.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,24613921.0,62362657.0,237.894657,3.0,0.042511,0.14539,0.202176,0.042562,0.146677,0.202856,0.04156,0.0505,0.055295,15.82,0.000951,1.0229,True,increasing,True,8.0,,,,,,,,237.894657,0.0,0.0,1.97,2362.808787,39.380146,295.35,223.49,236.8,early_stopped,/raid/tin_trungchau/tmp/centralized_20260311_093322,,KZMET,
centralized_20260311_093344,20260311_093344,2021.0,llama_nonlinear,,,centralized,72,0.0005,1,25,10.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,25813608.0,63562344.0,242.4711,5.0,0.889904,0.725147,0.942497,0.884659,0.722706,0.940367,0.878532,0.911491,0.898216,2.37,0.011372,1.0129,False,increasing,True,10.0,,,,,,,,242.4711,0.0,0.0,3.8,3265.911835,54.431864,326.59,229.86,264.99,early_stopped,/raid/tin_trungchau/tmp/centralized_20260311_093344,,KZMET,
centralized_20260311_101311,20260311_101311,2021.0,bart_nonlinear,,,centralized,1,0.0005,1,25,8.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1474849.0,126676513.0,483.232548,3.0,0.038112,0.132548,0.189039,0.037692,0.133121,0.188984,0.040741,0.047651,0.045726,20.02,-0.002629,0.9355,True,decreasing,True,8.0,,,,,,,,483.232548,0.0,0.0,1.24,2407.015163,40.116919,300.86,234.21,239.34,early_stopped,/raid/tin_trungchau/tmp/centralized_20260311_101311,,KZMET,
centralized_20260311_102836,20260311_102836,2021.0,bart_nonlinear,,,centralized,72,0.0005,1,25,8.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2674536.0,127876200.0,487.80899,3.0,0.898537,0.730708,0.947028,0.893495,0.728548,0.94503,0.886242,0.911252,0.950699,1.4,0.012295,1.0139,False,increasing,True,8.0,,,,,,,,487.80899,0.0,0.0,5.15,2596.080627,43.26801,324.5,235.81,245.82,early_stopped,/raid/tin_trungchau/tmp/centralized_20260311_102836,,KZMET,
centralized_20260311_105345,20260311_105345,2021.0,bert_nonlinear,,,centralized,1,0.0005,1,25,19.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,499489.0,121636129.0,464.005009,14.0,0.031486,0.111657,0.17089,0.031104,0.112289,0.170907,0.03236,0.039097,0.031614,19.47,-0.000874,0.973,True,decreasing,True,19.0,,,,,,,,464.005009,0.0,0.0,7.66,5877.896937,97.964949,309.36,239.1,243.32,early_stopped,/raid/tin_trungchau/tmp/centralized_20260311_105345,,KZMET,
centralized_20260311_111218,20260311_111218,2021.0,bert_nonlinear,,,centralized,72,0.0005,1,25,6.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1699176.0,122835816.0,468.581451,1.0,0.897921,0.731265,0.946661,0.890732,0.727818,0.943576,0.897108,0.897921,1.037467,0.0,0.000813,1.0009,False,increasing,True,6.0,,,,,,,,468.581451,0.0,0.0,,2015.328546,33.588809,335.89,244.65,246.69,early_stopped,/raid/tin_trungchau/tmp/centralized_20260311_111218,,KZMET,
centralized_20260311_114619,20260311_114619,2021.0,llama_nonlinear,,,centralized,72,0.0005,1,25,7.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,25813608.0,63562344.0,242.4711,2.0,0.508981,0.544668,0.712317,0.510739,0.535324,0.713478,0.490548,0.514114,0.512707,1.0,0.018433,1.0376,False,decreasing,True,7.0,,,,,,,,242.4711,0.0,0.0,5.31,4109.341949,68.489032,587.05,437.9,502.28,early_stopped,/raid/tin_trungchau/tmp/centralized_20260311_114619,,VNMET,
centralized_20260311_123209,20260311_123209,2021.0,llama_nonlinear,,,centralized,1,0.0005,1,25,6.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,24613921.0,62362657.0,237.894657,1.0,0.083425,0.212097,0.286316,0.083435,0.207061,0.284481,0.095332,0.083425,0.089919,0.0,-0.011907,0.8751,False,decreasing,True,6.0,,,,,,,,237.894657,0.0,0.0,,3092.015827,51.533597,515.33,417.36,419.26,early_stopped,/raid/tin_trungchau/tmp/centralized_20260311_123209,,VNMET,
centralized_20260311_125509,20260311_125509,2021.0,bart_nonlinear,,,centralized,72,0.0005,1,25,8.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2674536.0,127876200.0,487.80899,3.0,0.511057,0.54438,0.713623,0.510513,0.535044,0.713211,0.483804,0.51217,0.520725,0.22,0.027253,1.0563,False,increasing,True,8.0,,,,,,,,487.80899,0.0,0.0,12.87,4709.47173,78.491195,588.67,456.3,466.39,early_stopped,/raid/tin_trungchau/tmp/centralized_20260311_125509,,VNMET,
centralized_20260311_132401,20260311_132401,2021.0,bart_nonlinear,,,centralized,1,0.0005,1,25,6.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1474849.0,126676513.0,483.232548,1.0,0.081331,0.208187,0.282489,0.081557,0.203236,0.280822,0.084057,0.081331,0.082231,0.0,-0.002726,0.9676,False,decreasing,True,6.0,,,,,,,,483.232548,0.0,0.0,,3238.090925,53.968182,539.68,450.54,457.7,early_stopped,/raid/tin_trungchau/tmp/centralized_20260311_132401,,VNMET,
centralized_20260311_141359,20260311_141359,2021.0,bert_nonlinear,,,centralized,72,0.0005,1,25,7.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1699176.0,122835816.0,468.581451,2.0,0.509371,0.542302,0.712418,0.513318,0.534869,0.715125,0.481663,0.5132,0.53595,0.75,0.027708,1.0575,False,increasing,True,7.0,,,,,,,,468.581451,0.0,0.0,6.52,4182.053311,69.700889,597.43,460.35,514.2,early_stopped,/raid/tin_trungchau/tmp/centralized_20260311_141359,,VNMET,
centralized_20260311_141820,20260311_141820,2021.0,bert_nonlinear,,,centralized,1,0.0005,1,25,7.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,499489.0,121636129.0,464.005009,2.0,0.080791,0.207679,0.281458,0.080706,0.202428,0.279155,0.078025,0.087645,0.082205,7.82,0.002766,1.0355,True,decreasing,True,7.0,,,,,,,,464.005009,0.0,0.0,1.52,3860.414418,64.34024,551.48,457.25,466.64,early_stopped,/raid/tin_trungchau/tmp/centralized_20260311_141820,,VNMET,
centralized_20260315_124908,20260315_124908,2021.0,gpt4ts_nonlinear,,,centralized,72,0.0001,1,25,8.0,512,5.0,0.01,1,,5,0.15,336,8,4,84,768,128,5,6,8,16,0.0,6141712.0,87247888.0,332.82428,3.0,0.897463,0.736099,0.949303,0.890711,0.732103,0.946231,0.885406,0.907065,0.9668,1.06,0.012057,1.0136,False,increasing,True,8.0,,,,,,,,332.82428,0.0,0.0,21.64,8512.243152,141.870719,1064.03,851.74,853.36,early_stopped,/raid/tin_trungchau/tmp/centralized_20260315_124908,,KZMET,
centralized_20260315_163620,20260315_163620,2021.0,gpt4ts_nonlinear,,,centralized,72,0.0001,1,25,7.0,512,5.0,0.01,1,,5,0.15,336,8,4,84,768,128,5,6,8,16,0.0,6141712.0,87247888.0,332.82428,2.0,0.508428,0.543971,0.712561,0.511635,0.53547,0.714571,0.482308,0.510659,0.565107,0.44,0.02612,1.0542,False,increasing,True,7.0,,,,,,,,332.82428,0.0,0.0,,13747.381201,229.12302,1963.91,1601.31,1601.81,early_stopped,/raid/tin_trungchau/tmp/centralized_20260315_163620,,VNMET,
centralized_20260317_030457,20260317_030457,2021.0,gpt4ts_nonlinear_attnres,,,centralized,1,0.0005,1,25,13.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1226017.0,68162593.0,260.019657,8.0,0.080894,0.207103,0.281449,0.080601,0.20182,0.278943,0.077325,0.092421,0.08229,12.47,0.003569,1.0462,True,increasing,True,13.0,,,,,,,,260.019657,0.0,0.0,3.96,8810.136079,146.835601,677.7,563.48,567.59,early_stopped,/raid/tin_trungchau/tmp/centralized_20260317_030457,,VNMET,
centralized_20260317_053208,20260317_053208,2021.0,gpt4ts_nonlinear_attnres,,,centralized,72,0.0005,1,25,9.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2425704.0,69362280.0,264.5961,4.0,0.508021,0.543076,0.711494,0.507394,0.533781,0.711121,0.48634,0.513011,0.509647,0.97,0.021681,1.0446,False,increasing,True,9.0,,,,,,,,264.5961,0.0,0.0,22.06,6375.984423,106.266407,708.44,550.2,552.72,early_stopped,/raid/tin_trungchau/tmp/centralized_20260317_053208,,VNMET,
centralized_20260317_071844,20260317_071844,2021.0,gpt4ts_nonlinear_attnres,,,centralized,432,0.0005,1,25,12.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,8508624.0,75445200.0,287.800598,7.0,0.83563,0.699031,0.912448,0.813355,0.683668,0.898323,0.746197,0.843263,0.861499,0.91,0.089433,1.1199,False,increasing,True,12.0,,,,,,,,287.800598,0.0,0.0,13.2,11675.988957,194.599816,973.0,573.76,585.77,early_stopped,/raid/tin_trungchau/tmp/centralized_20260317_071844,,VNMET,
centralized_20260402_233537,20260402_233537,,gpt4ts_nonlinear,fft,False,centralized,72,0.0001,1,25,,512,,0.01,1,,5,0.15,336,8,4,84,768,128,5,6,8,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,failed,/raid/tin_trungchau/tmp/centralized_20260402_233537,,KZMET,
centralized_20260403_000847,20260403_000847,,gpt4ts_nonlinear,fft,True,centralized,1,0.0001,1,25,,512,,0.01,1,,5,0.15,336,8,4,84,768,128,5,6,8,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,failed,/raid/tin_trungchau/tmp/centralized_20260403_000847,,KZMET,
centralized_20260403_000925,20260403_000925,,gpt4ts_nonlinear,fft,True,centralized,1,0.0001,1,25,,512,,0.01,1,,5,0.15,336,8,4,84,768,128,5,6,8,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,failed,/raid/tin_trungchau/tmp/centralized_20260403_000925,,GREECE,
centralized_20260403_001002,20260403_001002,,gpt4ts_nonlinear,fft,True,centralized,1,0.0001,1,25,,512,,0.01,1,,5,0.15,336,8,4,84,768,128,5,6,8,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,failed,/raid/tin_trungchau/tmp/centralized_20260403_001002,,VNMET,
centralized_20260403_001628,20260403_001628,2021.0,gpt4ts_nonlinear,fft,True,centralized,1,0.0005,1,25,22.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,67767841.0,67767841.0,258.513798,17.0,0.032975,0.118552,0.181601,0.031629,0.118683,0.17788,0.032937,0.047097,0.038089,29.98,3.8e-05,1.0012,True,increasing,True,22.0,,,,,,,,258.513798,0.0,0.0,5.13,10592.332968,176.538883,481.47,388.47,693.68,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_001628,,KZMET,
centralized_20260403_001722,20260403_001722,2021.0,gpt4ts_nonlinear,fft,True,centralized,1,0.0005,1,25,9.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,67767841.0,67767841.0,258.513798,4.0,0.02675,0.113292,0.162803,0.02715,0.113898,0.164869,0.03646,0.038167,0.027163,29.91,-0.00971,0.7337,True,decreasing,True,9.0,,,,,,,,258.513798,0.0,0.0,1.2,2432.636608,40.543943,270.29,223.25,230.4,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_001722,,GREECE,
centralized_20260403_001726,20260403_001726,2021.0,gpt4ts_nonlinear,fft,True,centralized,1,0.0005,1,25,14.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,67767841.0,67767841.0,258.513798,9.0,0.081363,0.210086,0.2827,0.081344,0.20479,0.280781,0.076856,0.085307,0.085459,4.62,0.004507,1.0586,False,decreasing,True,14.0,,,,,,,,258.513798,0.0,0.0,13.29,17044.668535,284.077809,1217.47,1028.64,1300.66,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_001726,,VNMET,
centralized_20260403_005813,20260403_005813,,gpt4ts_nonlinear,peft,True,centralized,1,0.0005,1,25,,32,,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,failed,/raid/tin_trungchau/tmp/centralized_20260403_005813,,GREECE,
centralized_20260403_005821,20260403_005821,2021.0,gpt4ts_nonlinear,adalora,True,centralized,1,0.0005,1,25,11.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1421281.0,68357873.0,260.764591,6.0,0.02676,0.113557,0.162817,0.026816,0.11385,0.163847,0.033716,0.028158,0.033331,4.96,-0.006956,0.7937,False,increasing,True,11.0,,,,,,,,260.764591,0.0,0.0,19.86,3499.037422,58.31729,318.09,246.01,366.55,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_005821,,GREECE,
centralized_20260403_015700,20260403_015700,2021.0,gpt4ts_nonlinear,lora,True,centralized,1,0.0005,1,25,12.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1224481.0,68161057.0,260.013798,7.0,0.025391,0.109369,0.158521,0.026176,0.111746,0.161877,0.033355,0.028917,0.029168,12.19,-0.007964,0.7612,True,increasing,True,12.0,,,,,,,,260.013798,0.0,0.0,7.03,2913.647024,48.560784,242.8,191.14,209.53,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_015700,,GREECE,
